Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
SNAI2 	 N2 	 0.337903 	 0.1868056 	 1.808849 	 1.412735 	 -157.0134 	 -154.9646 	 1.419192 	 -8336.652 	 -8336.568 	 0.2389365 	 -386.2862 
SNAI2 	 N3 	 0.3662119 	 0.1868056 	 1.960391 	 1.427582 	 -150.7088 	 -145.972 	 1.428226 	 -8625.019 	 -8624.837 	 0.1780609 	 -391.7136 
FOXD1 	 U 	 Inf 	 0.2388889 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
FOXD1 	 LR 	 0.2898991 	 0.2388889 	 1.213531 	 1.395376 	 -168.0016 	 -167.735 	 1.333536 	 -4726.271 	 -4726.259 	 8.874742 	 -222.5595 
FOXD1 	 N1 	 0.3484199 	 0.2388889 	 1.458502 	 1.399485 	 -158.2306 	 -157.6851 	 1.56789 	 -6790.032 	 -6790.008 	 1.126947 	 -319.3382 
FOXD1 	 N2 	 0.3878534 	 0.2388889 	 1.623573 	 1.412735 	 -150.3957 	 -148.3469 	 1.628984 	 -7191.07 	 -7190.986 	 0.7504218 	 -331.3532 
FOXD1 	 N3 	 0.4100383 	 0.2388889 	 1.716439 	 1.427582 	 -145.283 	 -140.5462 	 1.599149 	 -8724.934 	 -8724.752 	 0.1611459 	 -396.5047 
CD44 	 U 	 Inf 	 0.0962963 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CD44 	 LR 	 0.1596536 	 0.0962963 	 1.657941 	 1.395376 	 -196.6349 	 -196.3682 	 0.7344064 	 -5329.536 	 -5329.524 	 4.857611 	 -251.4873 
CD44 	 N1 	 0.2457242 	 0.0962963 	 2.551751 	 1.399485 	 -174.9921 	 -174.4467 	 1.105759 	 -5967.548 	 -5967.524 	 2.562989 	 -279.8984 
CD44 	 N2 	 0.2140309 	 0.0962963 	 2.222629 	 1.412735 	 -178.9321 	 -176.8833 	 0.8989298 	 -8152.819 	 -8152.734 	 0.2871049 	 -377.471 
CD44 	 N3 	 0.2284555 	 0.0962963 	 2.372423 	 1.427582 	 -173.3586 	 -168.6218 	 0.8909765 	 -8066.583 	 -8066.401 	 0.3110655 	 -364.9355 
GABRB3 	 U 	 Inf 	 0.1321759 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
GABRB3 	 LR 	 0.2446164 	 0.1321759 	 1.850688 	 1.395376 	 -176.154 	 -175.8873 	 1.125236 	 -3801.25 	 -3801.238 	 22.36073 	 -178.2029 
GABRB3 	 N1 	 0.4818218 	 0.1321759 	 3.645307 	 1.399485 	 -142.6706 	 -142.1252 	 2.168198 	 -5869.799 	 -5869.775 	 2.825897 	 -275.2111 
GABRB3 	 N2 	 0.4525297 	 0.1321759 	 3.423692 	 1.412735 	 -142.9929 	 -140.9441 	 1.900625 	 -8545.449 	 -8545.365 	 0.1939518 	 -396.2984 
GABRB3 	 N3 	 0.4838308 	 0.1321759 	 3.660506 	 1.427582 	 -137.3397 	 -132.6029 	 1.88694 	 -9117.602 	 -9117.421 	 0.1088569 	 -415.334 
SOX2 	 U 	 Inf 	 0.1412037 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SOX2 	 LR 	 0.1731056 	 0.1412037 	 1.225928 	 1.395376 	 -192.7519 	 -192.4852 	 0.7962859 	 -4020.532 	 -4020.52 	 17.96174 	 -188.7179 
SOX2 	 N1 	 0.1985523 	 0.1412037 	 1.406141 	 1.399485 	 -185.2237 	 -184.6782 	 0.8934855 	 -6169.903 	 -6169.879 	 2.093885 	 -289.6018 
SOX2 	 N2 	 0.2128695 	 0.1412037 	 1.507535 	 1.412735 	 -179.1932 	 -177.1444 	 0.8940521 	 -8775.504 	 -8775.42 	 0.1541282 	 -407.33 
SOX2 	 N3 	 0.2277624 	 0.1412037 	 1.613006 	 1.427582 	 -173.5045 	 -168.7676 	 0.8882734 	 -9042.991 	 -9042.809 	 0.1172808 	 -411.7562 
ZNF281 	 U 	 Inf 	 0.1273148 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZNF281 	 LR 	 0.2320051 	 0.1273148 	 1.822295 	 1.395376 	 -178.6947 	 -178.4281 	 1.067224 	 -5842.104 	 -5842.092 	 2.910982 	 -276.066 
ZNF281 	 N1 	 0.2632539 	 0.1273148 	 2.06774 	 1.399485 	 -171.6845 	 -171.139 	 1.184642 	 -5583.887 	 -5583.863 	 3.760123 	 -261.5011 
ZNF281 	 N2 	 0.2224955 	 0.1273148 	 1.747601 	 1.412735 	 -177.0703 	 -175.0215 	 0.9344811 	 -8197.048 	 -8196.963 	 0.2746955 	 -379.5919 
ZNF281 	 N3 	 0.2395161 	 0.1273148 	 1.88129 	 1.427582 	 -171.0892 	 -166.3524 	 0.9341129 	 -8375.947 	 -8375.766 	 0.2283657 	 -379.7701 
SP1 	 U 	 Inf 	 0.1208333 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SP1 	 LR 	 0.1396607 	 0.1208333 	 1.155812 	 1.395376 	 -203.0569 	 -202.7902 	 0.642439 	 -6809.747 	 -6809.735 	 1.107179 	 -322.4664 
SP1 	 N1 	 0.1537445 	 0.1208333 	 1.272369 	 1.399485 	 -197.5002 	 -196.9547 	 0.6918504 	 -7158.03 	 -7158.006 	 0.7802679 	 -336.9844 
SP1 	 N2 	 0.1591288 	 0.1208333 	 1.316928 	 1.412735 	 -193.1596 	 -191.1108 	 0.6683409 	 -8785.411 	 -8785.327 	 0.1526103 	 -407.8051 
SP1 	 N3 	 0.1710152 	 0.1208333 	 1.415298 	 1.427582 	 -187.2589 	 -182.5221 	 0.6669592 	 -9257.776 	 -9257.594 	 0.0946325 	 -422.0556 
LEFTY1 	 U 	 Inf 	 0.144213 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY1 	 LR 	 0.1752973 	 0.144213 	 1.215545 	 1.395376 	 -192.148 	 -191.8813 	 0.8063678 	 -5312.969 	 -5312.957 	 4.938679 	 -250.6929 
LEFTY1 	 N1 	 0.1911915 	 0.144213 	 1.325758 	 1.399485 	 -187.037 	 -186.4915 	 0.8603617 	 -6236.077 	 -6236.052 	 1.95994 	 -292.7749 
LEFTY1 	 N2 	 0.1771545 	 0.144213 	 1.228423 	 1.412735 	 -188.0088 	 -185.96 	 0.7440489 	 -8169.152 	 -8169.068 	 0.2824583 	 -378.2542 
LEFTY1 	 N3 	 0.1874091 	 0.144213 	 1.29953 	 1.427582 	 -182.8649 	 -178.1281 	 0.7308953 	 -8943.759 	 -8943.578 	 0.1295029 	 -406.9979 
SET 	 U 	 Inf 	 0.06226852 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SET 	 LR 	 0.07393433 	 0.06226852 	 1.187347 	 1.395376 	 -233.5867 	 -233.32 	 0.3400979 	 -7319.064 	 -7319.052 	 0.6656484 	 -346.8893 
SET 	 N1 	 0.07710707 	 0.06226852 	 1.238299 	 1.399485 	 -230.6248 	 -230.0794 	 0.3469818 	 -6746.889 	 -6746.865 	 1.17658 	 -317.2694 
SET 	 N2 	 0.09234008 	 0.06226852 	 1.482934 	 1.412735 	 -219.2829 	 -217.2341 	 0.3878284 	 -8271.913 	 -8271.828 	 0.2549004 	 -383.1818 
SET 	 N3 	 0.09827355 	 0.06226852 	 1.578222 	 1.427582 	 -213.8508 	 -209.1139 	 0.3832669 	 -9607.465 	 -9607.283 	 0.06673044 	 -438.8239 
CBX7 	 U 	 Inf 	 0.03078704 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CBX7 	 LR 	 0.02709019 	 0.03078704 	 0.8799219 	 1.395376 	 -281.779 	 -281.5123 	 0.1246149 	 -8468.368 	 -8468.356 	 0.2111578 	 -402.0007 
CBX7 	 N1 	 0.02743592 	 0.03078704 	 0.8911518 	 1.399485 	 -280.2252 	 -279.6798 	 0.1234616 	 -7916.755 	 -7916.731 	 0.3656477 	 -373.3669 
CBX7 	 N2 	 0.03288725 	 0.03078704 	 1.068217 	 1.412735 	 -268.8378 	 -266.789 	 0.1381264 	 -10586.96 	 -10586.87 	 0.02523275 	 -494.1929 
CBX7 	 N3 	 0.03524912 	 0.03078704 	 1.144934 	 1.427582 	 -263.0659 	 -258.329 	 0.1374716 	 -10811.15 	 -10810.96 	 0.02004906 	 -496.5429 
UTF1 	 U 	 Inf 	 0.112963 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
UTF1 	 LR 	 0.4587884 	 0.112963 	 4.061406 	 1.395376 	 -145.9669 	 -145.7003 	 2.110427 	 -3348.511 	 -3348.499 	 35.14888 	 -156.4931 
UTF1 	 N1 	 0.6854567 	 0.112963 	 6.067977 	 1.399485 	 -125.7501 	 -125.2046 	 3.084555 	 -5255.118 	 -5255.094 	 5.222063 	 -245.7359 
UTF1 	 N2 	 0.8529006 	 0.112963 	 7.550267 	 1.412735 	 -112.571 	 -110.5222 	 3.582182 	 -8363.615 	 -8363.53 	 0.2325866 	 -387.5791 
UTF1 	 N3 	 0.9189759 	 0.112963 	 8.135196 	 1.427582 	 -106.5466 	 -101.8097 	 3.584006 	 -8358.904 	 -8358.722 	 0.2322872 	 -378.9529 
CDH2_NCAD 	 U 	 Inf 	 0.18125 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH2_NCAD 	 LR 	 0.2256012 	 0.18125 	 1.244696 	 1.395376 	 -180.0383 	 -179.7716 	 1.037766 	 -4974.052 	 -4974.04 	 6.928724 	 -234.4411 
CDH2_NCAD 	 N1 	 0.2733997 	 0.18125 	 1.508412 	 1.399485 	 -169.8693 	 -169.3239 	 1.230299 	 -4532.961 	 -4532.937 	 10.74379 	 -211.107 
CDH2_NCAD 	 N2 	 0.2751681 	 0.18125 	 1.518169 	 1.412735 	 -166.8715 	 -164.8227 	 1.155706 	 -7154.519 	 -7154.434 	 0.7783302 	 -329.6005 
CDH2_NCAD 	 N3 	 0.3121862 	 0.18125 	 1.722407 	 1.427582 	 -158.3702 	 -153.6334 	 1.217526 	 -8550.15 	 -8549.968 	 0.1918895 	 -388.1235 
HNF4A 	 U 	 Inf 	 0.05277778 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HNF4A 	 LR 	 0.06641452 	 0.05277778 	 1.25838 	 1.395376 	 -238.7352 	 -238.4686 	 0.3055068 	 -5343.189 	 -5343.177 	 4.791809 	 -252.142 
HNF4A 	 N1 	 0.06330812 	 0.05277778 	 1.199522 	 1.399485 	 -240.0895 	 -239.5441 	 0.2848865 	 -5909.25 	 -5909.226 	 2.716689 	 -277.1029 
HNF4A 	 N2 	 0.09674881 	 0.05277778 	 1.833135 	 1.412735 	 -217.0442 	 -214.9954 	 0.406345 	 -8639.834 	 -8639.75 	 0.1764997 	 -400.8244 
HNF4A 	 N3 	 0.1056288 	 0.05277778 	 2.001387 	 1.427582 	 -210.3864 	 -205.6495 	 0.4119522 	 -9157.675 	 -9157.493 	 0.1045852 	 -417.2556 
TGFBR2 	 U 	 Inf 	 0.2173611 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TGFBR2 	 LR 	 0.2073186 	 0.2173611 	 0.9537981 	 1.395376 	 -184.0949 	 -183.8282 	 0.9536656 	 -5908.971 	 -5908.959 	 2.722883 	 -279.2724 
TGFBR2 	 N1 	 0.2538827 	 0.2173611 	 1.168023 	 1.399485 	 -173.4243 	 -172.8789 	 1.142472 	 -5168.181 	 -5168.157 	 5.69588 	 -241.5671 
TGFBR2 	 N2 	 0.2148625 	 0.2173611 	 0.988505 	 1.412735 	 -178.7459 	 -176.6971 	 0.9024227 	 -7045.156 	 -7045.072 	 0.868184 	 -324.3563 
TGFBR2 	 N3 	 0.2341761 	 0.2173611 	 1.07736 	 1.427582 	 -172.1715 	 -167.4347 	 0.9132869 	 -7894.3 	 -7894.118 	 0.3694866 	 -356.6741 
DUSP10 	 U 	 Inf 	 0.0900463 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DUSP10 	 LR 	 0.09070124 	 0.0900463 	 1.007273 	 1.395376 	 -223.7758 	 -223.5091 	 0.4172257 	 -6716.985 	 -6716.973 	 1.214684 	 -318.0184 
DUSP10 	 N1 	 0.09286642 	 0.0900463 	 1.031319 	 1.399485 	 -221.6984 	 -221.1529 	 0.4178989 	 -8208.652 	 -8208.628 	 0.2731619 	 -387.3639 
DUSP10 	 N2 	 0.1030157 	 0.0900463 	 1.14403 	 1.412735 	 -214.0315 	 -211.9828 	 0.432666 	 -8353.178 	 -8353.094 	 0.2350242 	 -387.0787 
DUSP10 	 N3 	 0.1093314 	 0.0900463 	 1.214168 	 1.427582 	 -208.7326 	 -203.9958 	 0.4263923 	 -9597.294 	 -9597.113 	 0.06741189 	 -438.3362 
MYC 	 U 	 Inf 	 0.06273148 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
MYC 	 LR 	 0.9749594 	 0.06273148 	 15.54179 	 1.395376 	 -109.7842 	 -109.5175 	 4.484813 	 -4116.916 	 -4116.904 	 16.31289 	 -193.3397 
MYC 	 N1 	 1.225825 	 0.06273148 	 19.54082 	 1.399485 	 -97.84847 	 -97.30301 	 5.516211 	 -4009.537 	 -4009.513 	 18.12386 	 -186.0078 
MYC 	 N2 	 0.9924273 	 0.06273148 	 15.82024 	 1.412735 	 -105.2985 	 -103.2497 	 4.168194 	 -8554.289 	 -8554.205 	 0.1922465 	 -396.7223 
MYC 	 N3 	 1.080603 	 0.06273148 	 17.22585 	 1.427582 	 -98.76986 	 -94.03301 	 4.214351 	 -8797.342 	 -8797.161 	 0.1499009 	 -399.9769 
ZFP42_REX1 	 U 	 Inf 	 0.1076389 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ZFP42_REX1 	 LR 	 0.2315535 	 0.1076389 	 2.151206 	 1.395376 	 -178.7883 	 -178.5216 	 1.065146 	 -3267.265 	 -3267.253 	 38.1207 	 -152.5972 
ZFP42_REX1 	 N1 	 0.1388023 	 0.1076389 	 1.289518 	 1.399485 	 -202.4078 	 -201.8623 	 0.6246104 	 -8385.135 	 -8385.111 	 0.2290082 	 -395.8267 
ZFP42_REX1 	 N2 	 0.1554201 	 0.1076389 	 1.443903 	 1.412735 	 -194.2915 	 -192.2427 	 0.6527644 	 -9356.255 	 -9356.17 	 0.08628141 	 -435.1782 
ZFP42_REX1 	 N3 	 0.1638766 	 0.1076389 	 1.522466 	 1.427582 	 -189.3056 	 -184.5687 	 0.6391186 	 -9528.526 	 -9528.345 	 0.07220583 	 -435.0386 
TRIM28 	 U 	 Inf 	 0.1078704 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TRIM28 	 LR 	 0.1279602 	 0.1078704 	 1.18624 	 1.395376 	 -207.2567 	 -206.99 	 0.5886167 	 -6572.467 	 -6572.455 	 1.403343 	 -311.0884 
TRIM28 	 N1 	 0.1333765 	 0.1078704 	 1.236451 	 1.399485 	 -204.3217 	 -203.7763 	 0.6001942 	 -7433.077 	 -7433.053 	 0.5928044 	 -350.1735 
TRIM28 	 N2 	 0.1475522 	 0.1078704 	 1.367866 	 1.412735 	 -196.7851 	 -194.7363 	 0.6197194 	 -8350.773 	 -8350.688 	 0.2355898 	 -386.9633 
TRIM28 	 N3 	 0.1548855 	 0.1078704 	 1.435849 	 1.427582 	 -192.0141 	 -187.2772 	 0.6040535 	 -9449.936 	 -9449.754 	 0.07810332 	 -431.2701 
CD48 	 U 	 Inf 	 0.03541667 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CD48 	 LR 	 0.0577722 	 0.03541667 	 1.631215 	 1.395376 	 -245.4268 	 -245.1602 	 0.2657521 	 -6141.531 	 -6141.519 	 2.158392 	 -290.4241 
CD48 	 N1 	 0.05871011 	 0.03541667 	 1.657697 	 1.399485 	 -243.7088 	 -243.1634 	 0.2641955 	 -6744.178 	 -6744.154 	 1.179771 	 -317.1394 
CD48 	 N2 	 0.0706034 	 0.03541667 	 1.993508 	 1.412735 	 -232.1661 	 -230.1173 	 0.2965343 	 -8444.91 	 -8444.826 	 0.2144439 	 -391.4774 
CD48 	 N3 	 0.07139599 	 0.03541667 	 2.015887 	 1.427582 	 -229.1874 	 -224.4506 	 0.2784444 	 -8880.08 	 -8879.899 	 0.138009 	 -403.9443 
CDKN1A 	 U 	 Inf 	 0.1349537 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDKN1A 	 LR 	 0.1101491 	 0.1349537 	 0.8161992 	 1.395376 	 -214.4511 	 -214.1845 	 0.5066859 	 -6320.728 	 -6320.716 	 1.804612 	 -299.017 
CDKN1A 	 N1 	 0.1157928 	 0.1349537 	 0.8580184 	 1.399485 	 -211.1077 	 -210.5622 	 0.5210674 	 -6290.463 	 -6290.439 	 1.856294 	 -295.3828 
CDKN1A 	 N2 	 0.1217715 	 0.1349537 	 0.9023205 	 1.412735 	 -206.0028 	 -203.954 	 0.5114403 	 -8019.255 	 -8019.17 	 0.3280869 	 -371.0663 
CDKN1A 	 N3 	 0.131538 	 0.1349537 	 0.9746896 	 1.427582 	 -199.8568 	 -195.12 	 0.5129981 	 -9008.327 	 -9008.146 	 0.1214133 	 -410.094 
JMJD3 	 U 	 Inf 	 0.200463 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JMJD3 	 LR 	 0.209811 	 0.200463 	 1.046632 	 1.395376 	 -183.5213 	 -183.2546 	 0.9651306 	 -5890.668 	 -5890.656 	 2.773127 	 -278.3947 
JMJD3 	 N1 	 0.2409087 	 0.200463 	 1.201762 	 1.399485 	 -175.9421 	 -175.3967 	 1.084089 	 -5790.183 	 -5790.159 	 3.059839 	 -271.3934 
JMJD3 	 N2 	 0.2396918 	 0.200463 	 1.195691 	 1.412735 	 -173.4968 	 -171.4481 	 1.006706 	 -6970.576 	 -6970.491 	 0.93534 	 -320.78 
JMJD3 	 N3 	 0.260197 	 0.200463 	 1.29798 	 1.427582 	 -167.114 	 -162.3771 	 1.014768 	 -6959.181 	 -6958.999 	 0.9403945 	 -311.8333 
RNF2 	 U 	 Inf 	 0.1851852 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RNF2 	 LR 	 0.216103 	 0.1851852 	 1.166956 	 1.395376 	 -182.103 	 -181.8363 	 0.9940738 	 -6486.729 	 -6486.717 	 1.528841 	 -306.9771 
RNF2 	 N1 	 0.2076726 	 0.1851852 	 1.121432 	 1.399485 	 -183.068 	 -182.5225 	 0.9345269 	 -7721.434 	 -7721.41 	 0.4444313 	 -364.0008 
RNF2 	 N2 	 0.2222075 	 0.1851852 	 1.19992 	 1.412735 	 -177.1325 	 -175.0837 	 0.9332715 	 -8712.379 	 -8712.295 	 0.1641608 	 -404.3031 
RNF2 	 N3 	 0.2392555 	 0.1851852 	 1.29198 	 1.427582 	 -171.1415 	 -166.4046 	 0.9330966 	 -8810.386 	 -8810.204 	 0.1479602 	 -400.6024 
LATS2 	 U 	 Inf 	 0.2104167 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LATS2 	 LR 	 0.3464994 	 0.2104167 	 1.64673 	 1.395376 	 -159.4409 	 -159.1742 	 1.593897 	 -5117.227 	 -5117.215 	 6.005311 	 -241.3066 
LATS2 	 N1 	 0.4759161 	 0.2104167 	 2.261779 	 1.399485 	 -143.2626 	 -142.7171 	 2.141622 	 -4496.481 	 -4496.457 	 11.14256 	 -209.3577 
LATS2 	 N2 	 0.4271655 	 0.2104167 	 2.030094 	 1.412735 	 -145.7616 	 -143.7128 	 1.794095 	 -8094.298 	 -8094.214 	 0.30439 	 -374.6648 
LATS2 	 N3 	 0.4606661 	 0.2104167 	 2.189304 	 1.427582 	 -139.6947 	 -134.9579 	 1.796598 	 -8283.9 	 -8283.718 	 0.250361 	 -375.3562 
T 	 U 	 Inf 	 0.0125 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
T 	 LR 	 0.01026043 	 0.0125 	 0.8208344 	 1.395376 	 -328.3811 	 -328.1144 	 0.04719798 	 -8278.316 	 -8278.304 	 0.2553073 	 -392.8874 
T 	 N1 	 0.009964891 	 0.0125 	 0.7971913 	 1.399485 	 -328.8389 	 -328.2935 	 0.04484201 	 -9771.068 	 -9771.044 	 0.05735209 	 -462.285 
T 	 N2 	 0.01100791 	 0.0125 	 0.8806332 	 1.412735 	 -321.3723 	 -319.3236 	 0.04623324 	 -11020.18 	 -11020.09 	 0.01636846 	 -514.9666 
T 	 N3 	 0.01122646 	 0.0125 	 0.8981167 	 1.427582 	 -317.9859 	 -313.2491 	 0.04378319 	 -10926.69 	 -10926.51 	 0.01786338 	 -502.0835 
FGF2 	 U 	 Inf 	 0.1761574 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
FGF2 	 LR 	 0.3405674 	 0.1761574 	 1.933313 	 1.395376 	 -160.2698 	 -160.0031 	 1.56661 	 -4888.039 	 -4888.027 	 7.550416 	 -230.3166 
FGF2 	 N1 	 0.4644176 	 0.1761574 	 2.636379 	 1.399485 	 -144.4365 	 -143.8911 	 2.089879 	 -3883.921 	 -3883.897 	 20.54711 	 -179.9842 
FGF2 	 N2 	 0.452646 	 0.1761574 	 2.569554 	 1.412735 	 -142.9805 	 -140.9318 	 1.901113 	 -7345.761 	 -7345.676 	 0.6429712 	 -338.7709 
FGF2 	 N3 	 0.4916839 	 0.1761574 	 2.791162 	 1.427582 	 -136.5669 	 -131.8301 	 1.917567 	 -8632.451 	 -8632.269 	 0.1767438 	 -392.07 
LCK 	 U 	 Inf 	 0.09976852 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LCK 	 LR 	 0.1533988 	 0.09976852 	 1.537548 	 1.395376 	 -198.5532 	 -198.2865 	 0.7056347 	 -5191.425 	 -5191.413 	 5.576272 	 -244.8646 
LCK 	 N1 	 0.1471388 	 0.09976852 	 1.474802 	 1.399485 	 -199.6081 	 -199.0627 	 0.6621246 	 -5582.46 	 -5582.436 	 3.76549 	 -261.4326 
LCK 	 N2 	 0.1647757 	 0.09976852 	 1.65158 	 1.412735 	 -191.4858 	 -189.437 	 0.692058 	 -8842.721 	 -8842.637 	 0.1441183 	 -410.5532 
LCK 	 N3 	 0.1755515 	 0.09976852 	 1.759588 	 1.427582 	 -186.0023 	 -181.2654 	 0.684651 	 -9000.656 	 -9000.474 	 0.1223473 	 -409.7262 
KLF5 	 U 	 Inf 	 0.2240741 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF5 	 LR 	 0.3754546 	 0.2240741 	 1.675583 	 1.395376 	 -155.5886 	 -155.3219 	 1.727091 	 -4365.499 	 -4365.487 	 12.72567 	 -205.2597 
KLF5 	 N1 	 0.4281793 	 0.2240741 	 1.910883 	 1.399485 	 -148.3362 	 -147.7907 	 1.926807 	 -6226.95 	 -6226.926 	 1.977891 	 -292.3373 
KLF5 	 N2 	 0.4882643 	 0.2240741 	 2.179031 	 1.412735 	 -139.3447 	 -137.2959 	 2.05071 	 -8019.955 	 -8019.87 	 0.3278575 	 -371.0999 
KLF5 	 N3 	 0.5249034 	 0.2240741 	 2.342544 	 1.427582 	 -133.4287 	 -128.6919 	 2.047123 	 -8474.864 	 -8474.683 	 0.2068782 	 -384.5134 
KLF4 	 U 	 Inf 	 0.2328704 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KLF4 	 LR 	 0.3324158 	 0.2328704 	 1.427471 	 1.395376 	 -161.4326 	 -161.166 	 1.529113 	 -5200.62 	 -5200.608 	 5.525283 	 -245.3055 
KLF4 	 N1 	 0.5537402 	 0.2328704 	 2.37789 	 1.399485 	 -135.9928 	 -135.4473 	 2.491831 	 -4158.445 	 -4158.421 	 15.61872 	 -193.1482 
KLF4 	 N2 	 0.3754891 	 0.2328704 	 1.612438 	 1.412735 	 -151.9508 	 -149.902 	 1.577054 	 -5826.246 	 -5826.161 	 2.933927 	 -265.907 
