Gene	Baseline	Scale1	Mean1	Stdev1	Scale2	Mean2	Stdev2	Scale3	Mean3	Stdev3	AICC	FineAICC	Passes F-Test?
RIF1 	 0.6610169 	 0.1563799 	 0.8485166 	 0.09307601 	 -0.854737 	 0.3760303 	 0.1740189 	 1 	 0.3767341 	 0.1248837 	 -152.0323 	 -8829.576 	Poor
ETV5 	 0.2457627 	 0.8131373 	 0.2457677 	 0.09855815 	 -0.8132632 	 0.2417195 	 0.07721724 	 0.1297499 	 0.7601426 	 0.06009373 	 -162.99 	 -8524.903 	Good
DNMT3B 	 0.1016949 	 0.7855734 	 0.4182959 	 0.1325034 	 0.5340116 	 0.3750569 	 0.1703488 	 -0.4194119 	 0.2820714 	 0.1636654 	 -166.9894 	 -9131.584 	Poor
KDM5A 	 0.6864407 	 -0.1372105 	 0.06454263 	 0.05061024 	 -0.1372984 	 0.9853946 	 0.06062404 	 0.3695716 	 0.6694871 	 0.1740189 	 -161.2726 	 -7721.881 	Good
JARID2 	 0.4491525 	 -0.1000581 	 0.5458761 	 0.04463844 	 0.1477985 	 0.1138952 	 0.081483 	 0.5033425 	 0.4402845 	 0.1482757 	 -164.9154 	 -8845.421 	Good
LOX 	 1 	 -0.8787391 	 0.2618816 	 0.07186858 	 0.4751332 	 0.2516957 	 0.06027937 	 -0.4583444 	 0.5952361 	 0.06741913 	 -177.9813 	 -8294.832 	Good
Sox1 	 0.03389831 	 -0.6826074 	 0.2886548 	 0.1571088 	 -0.1002591 	 0.5645983 	 0.03695775 	 0.7797106 	 0.3189032 	 0.1740189 	 -253.1277 	 -10404.63 	Good
Wnt3 	 0 	 -0.2237116 	 0.8348459 	 0.1668398 	 0.1001655 	 0.7984215 	 0.04305162 	 0.2753689 	 0.6485846 	 0.09626269 	 -240.5309 	 -10138.34 	Good
Gata6 	 0.1355932 	 0.6934738 	 0.4925854 	 0.1740189 	 -0.1007198 	 0.1223194 	 0.171855 	 -0.5952399 	 0.6000854 	 0.1740189 	 -194.1985 	 -8123.71 	Good
DPPA2 	 0 	 0.3313721 	 0.8064966 	 0.0288596 	 -0.6598318 	 0.7840332 	 0.0508983 	 0.7722023 	 0.7579415 	 0.07189869 	 -184.8735 	 -9998.962 	Poor
SALL1 	 0.5677966 	 0.1033335 	 0.1747729 	 0.02291851 	 -0.7192614 	 0.2749261 	 0.145363 	 0.8981629 	 0.3293001 	 0.08796227 	 -129.7183 	 -7822.89 	Poor
NR0B1_DAX1 	 0.01694915 	 0.1000421 	 0.5131716 	 0.09916103 	 -0.4236222 	 0.619246 	 0.1740189 	 0.3568817 	 0.6879417 	 0.1604006 	 -277.0398 	 -10788.16 	Poor
TCF3 	 0.2288136 	 0.617493 	 0.9162237 	 0.108328 	 -0.2665233 	 0.7443303 	 0.09480261 	 0.3552061 	 0.3289437 	 0.1740189 	 -136.8207 	 -7965.502 	Poor
PTPN6 	 0.01694915 	 -0.1002387 	 0.9512286 	 0.06815539 	 0.7754341 	 0.6361736 	 0.1211719 	 -0.3500476 	 0.5941354 	 0.0738437 	 -212.3494 	 -8892.222 	Good
USP16 	 0.7372881 	 -0.349197 	 0.2147681 	 0.1740189 	 0.3459027 	 0.2841817 	 0.1740189 	 0.1003031 	 0.3955759 	 0.01575998 	 -188.1869 	 -8731.78 	Good
SETD1A 	 0.6779661 	 0.1411967 	 0.7987429 	 0.08272615 	 0.2620735 	 0.394513 	 0.04915438 	 -0.100846 	 0.3351729 	 0.06977366 	 -160.1113 	 -8360.814 	Poor
HDAC2 	 0.6864407 	 1 	 0.3658568 	 0.1179452 	 -1 	 0.4524797 	 0.1740189 	 0.2911584 	 0.6983645 	 0.1043252 	 -181.2637 	 -9034.054 	Good
LUM 	 0.9491525 	 -0.5036921 	 0.2632783 	 0.07390909 	 -0.2878724 	 0.6114719 	 0.1740189 	 -0.1467686 	 0.05937631 	 0.05833617 	 -122.5232 	 -9073.568 	Poor
SOX13 	 0.3135593 	 0.3827785 	 0.9874769 	 0.1740189 	 -0.584636 	 0.379747 	 0.1740189 	 1 	 0.3949164 	 0.1057717 	 -160.9358 	 -7937.131 	Good
SMAD4 	 0.7542373 	 -0.6381091 	 0.6078915 	 0.1069735 	 1 	 0.5689527 	 0.1740189 	 -0.1594661 	 0.196364 	 0.1686765 	 -166.1175 	 -8841.665 	Poor
SEMA6A 	 0 	 0.7843495 	 0.4772555 	 0.1740189 	 0.2026648 	 0.4009966 	 0.07361593 	 0.1002073 	 0.9874769 	 0.05863483 	 -166.5165 	 -8092.725 	Poor
GAL 	 0.07627119 	 -0.105377 	 0.9080453 	 0.01107202 	 -0.2647119 	 0.2924552 	 0.05573008 	 1 	 0.3979486 	 0.120318 	 -124.5131 	 -8120.146 	Poor
SALL4 	 0.09322034 	 0.1000365 	 0.9874769 	 0.1740189 	 0.5205475 	 0.294319 	 0.09322903 	 0.3585293 	 0.5321412 	 0.1324524 	 -156.4413 	 -8304.598 	Poor
HESX1 	 0 	 0.2475094 	 0.9351002 	 0.0427194 	 -0.4528795 	 0.1600603 	 0.1659883 	 0.4893103 	 0.167837 	 0.1740189 	 -196.9232 	 -9758.835 	Poor
CCR7 	 0 	 -0.3207874 	 0.58691 	 0.08850421 	 0.2970008 	 0.5951862 	 0.1615759 	 0.1005088 	 0.6175741 	 0.02809505 	 -280.8954 	 -10500.78 	Good
PRDM14 	 0 	 0.2536453 	 0.8941581 	 0.0680263 	 -0.3206505 	 0.8671942 	 0.1121032 	 1 	 0.5535663 	 0.121637 	 -191.3239 	 -9423.089 	Good
COL3A1 	 1 	 -0.1002535 	 0.9234375 	 0.1740189 	 -0.1039305 	 0.2677955 	 0.09890574 	 -0.8457266 	 0.6949877 	 0.1419411 	 -163.6813 	 -9027.591 	Poor
GREM1 	 0.7966102 	 -0.1004855 	 0.3674014 	 0.1740189 	 -0.5749935 	 0.2028465 	 0.1127107 	 -0.1072117 	 0.1881257 	 0.1740189 	 -145.7563 	 -8088.021 	Poor
DVL2 	 0.6016949 	 0.6744743 	 0.5654933 	 0.1740189 	 -0.2305122 	 0.7795219 	 0.1740189 	 -0.1894335 	 0.5868194 	 0.06806852 	 -138.2655 	 -8834.564 	Poor
APOE 	 0.1779661 	 0.3837802 	 0.2238768 	 0.09894861 	 0.5548644 	 0.6130158 	 0.1122478 	 -0.1180353 	 0.2084672 	 0.03988496 	 -188.6229 	 -9163.03 	Good
LRRN1 	 0 	 0.2301896 	 0.5757654 	 0.1335843 	 0.5548325 	 0.9169683 	 0.06232518 	 0.11014 	 0.7786965 	 0.02610489 	 -151.272 	 -9731.409 	Poor
STAT3 	 0.9237288 	 -0.3034183 	 0.2763214 	 0.1740189 	 0.1008826 	 0.6490426 	 0.1740189 	 0.2138995 	 0.3525395 	 0.05244667 	 -178.7744 	 -7382.031 	Poor
OTX2 	 0.04237288 	 -0.8830738 	 0.3988662 	 0.1192448 	 0.7236315 	 0.9285673 	 0.08930234 	 1 	 0.392243 	 0.1740189 	 -136.2185 	 -8959.929 	Poor
CCND1 	 0.9661017 	 0.3626954 	 0.4388126 	 0.07002007 	 0.1262401 	 0.6489772 	 0.1359824 	 -0.5168876 	 0.4330725 	 0.1740189 	 -208.0678 	 -8902.162 	Poor
STEMCCA.P2A 	 0.940678 	 -1 	 0.7492582 	 0.1740189 	 0.2533598 	 0.7775916 	 0.03986286 	 0.4447565 	 0.6360053 	 0.06550581 	 -177.5458 	 -8030.838 	Poor
TET2 	 0.4322034 	 0.103289 	 0.9674208 	 0.01786993 	 -0.6033601 	 0.8207324 	 0.1740189 	 0.139819 	 0.08166896 	 0.05334799 	 -130.8926 	 -8098.955 	Poor
KAT7_Myst 	 0.6186441 	 -0.2181194 	 0.5054422 	 0.1508481 	 0.6914134 	 0.5278339 	 0.1740189 	 -0.100163 	 0.5971417 	 0.03434313 	 -181.0682 	 -8444.691 	Good
TDGF1 	 0.08474576 	 -0.2477814 	 0.4998276 	 0.1504887 	 0.2841038 	 0.2232477 	 0.1098903 	 1 	 0.9447296 	 0.1663052 	 -117.9287 	 -8445.258 	Poor
MASP1 	 0.8389831 	 0.2499554 	 0.7311956 	 0.08571191 	 -0.3121385 	 0.6430607 	 0.1044781 	 -0.6971255 	 0.2055464 	 0.1570584 	 -114.3623 	 -8744.269 	Poor
KDR 	 0 	 -0.1003225 	 0.4199533 	 0.02699271 	 0.5130919 	 0.3828424 	 0.140113 	 0.4879119 	 0.899258 	 0.08445258 	 -183.9262 	 -8780.566 	Good
GDF3 	 0 	 0.7341102 	 0.539188 	 0.1155159 	 -0.1005206 	 0.8611551 	 0.03620356 	 0.2325786 	 0.348949 	 0.094186 	 -165.5813 	 -9020.929 	Poor
NANOG 	 0.1440678 	 -0.1697976 	 0.9817116 	 0.01631825 	 0.2031303 	 0.9834155 	 0.02110066 	 0.8161133 	 0.34005 	 0.1221118 	 -155.1609 	 -8727.15 	Poor
ZIC3 	 0.06779661 	 -0.24073 	 0.3200734 	 0.149506 	 0.7531342 	 0.8252544 	 0.1118949 	 0.2109308 	 0.1716213 	 0.1207643 	 -139.6205 	 -8879.699 	Poor
LIN28A 	 0.1694915 	 0.1005652 	 0.653633 	 0.01090298 	 0.2651982 	 0.2732302 	 0.1499757 	 0.4663358 	 0.803736 	 0.1129757 	 -141.7905 	 -8879.553 	Poor
POU5F1 	 0.1864407 	 0.4203211 	 0.3651523 	 0.09482414 	 0.337533 	 0.4758731 	 0.0771125 	 0.1000039 	 0.8421445 	 0.1740189 	 -155.4713 	 -8205.972 	Poor
